Name,Type,Mileage,Year,Condition,Price
Audi A3,30 TDI 116 S Line 5dr,40.74,2019,Diesel,17.995
Audi A3,40 TFSI e S Line 5dr S Tronic,22.468,2021,Hybrid,nan
Audi A3,35 TDI Edition 1 5dr S Tronic,8.546,2023,Diesel,29.89
Audi A3,35 TDI Edition 1 5dr S Tronic,8.134,2023,Diesel,29.45
Audi A3,35 TFSI Sport 5dr,1.592,2023,Petrol,25.895
Audi A3,35 TDI Edition 1 5dr S Tronic,9.123,2023,Diesel,30.95
Audi A3 Saloon,30 TFSI Sport 4dr,9.591,2023,Petrol,21.27
Audi S3,S3 TFSI Quattro 5dr S Tronic,41.506,2021,Petrol,29.85
Audi A3,30 TFSI Sport 5dr,10.784,2023,Petrol,22.895
Audi A3,40 TFSI e Sport 5dr S Tronic,14.333,2022,Hybrid,23.495
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,21.168,2023,Petrol,28.45
Audi Q3,2.0T FSI Quattro S Line Plus 5dr S Tronic,51.6,2016,Petrol,15.299
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,11.922,2023,Diesel,29.45
Audi A3,35 TFSI Sport 5dr S Tronic,6.79,2022,Petrol,23.595
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,3.581,2023,Petrol,32.45
Audi A3,30 TFSI S Line 5dr S Tronic,2.085,2023,Petrol,25.995
Audi A3,35 TFSI Edition 1 5dr,18.704,2021,Petrol,26.0
Audi Q3,35 TFSI Black Edition 5dr S Tronic,16.67,2022,Petrol,35.9
Audi A3 Saloon,30 TFSI S Line 4dr,8.577,2022,Petrol,22.95
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,10.866,2023,Diesel,29.49
Audi S3,S3 TFSI Quattro Black Edition 4dr S Tronic,23.112,2018,Petrol,28.5
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,5.0,2023,Diesel,30.995
Audi S3,S3 TFSI Quattro 5dr S Tronic,4.079,2023,Petrol,36.75
Audi A3,35 TFSI S Line 5dr S Tronic,14.978,2023,Petrol,25.99
Audi A3,30 TFSI Sport 5dr,11.218,2022,Petrol,21.948
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,6.392,2022,Petrol,28.45
Audi A3,30 TFSI 116 S Line 5dr,59.25,2020,Petrol,15.995
Audi S3,S3 TFSI 300 Quattro Black Edition 5dr S Tronic,23.679,2019,Petrol,27.45
Audi Q3,1.4T FSI S Line Edition 5dr,51.47,2017,Petrol,14.0
Audi A3,35 TFSI Edition 1 5dr,14.722,2022,Petrol,26.195
Audi A3,35 TDI Edition 1 5dr S Tronic,6.864,2023,Diesel,30.495
Audi Q3,35 TFSI S Line 5dr,33.685,2020,Petrol,25.0
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,539.0,2023,Petrol,26.97
Audi A3,40 TFSI e S Line 5dr S Tronic,1.437,2023,Hybrid,38.0
Audi A3,40 TFSI e S Line 5dr S Tronic,3.5,2023,Hybrid,36.5
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,10.0,2023,Hybrid,43.5
Audi A3,35 TDI S Line 5dr S Tronic,4.688,2023,Diesel,33.95
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,14.179,2023,Petrol,29.95
Audi S3,S3 TFSI 300 Quattro Black Edition 4dr S Tronic,14.872,2019,Petrol,27.995
Audi Q3,35 TDI S Line 5dr S Tronic,29.315,2019,Diesel,22.45
Audi A3 Saloon,30 TFSI Sport 4dr,4.201,2023,Petrol,23.495
Audi S3,S3 TFSI Black Edition Quattro 4dr S Tronic,2.146,2023,Petrol,40.45
Audi A3,30 TFSI Sport 5dr,13.889,2022,Petrol,19.97
Audi A3,35 TFSI S Line 5dr,40.105,2019,Petrol,16.99
Audi Q3,35 TFSI S Line 5dr S Tronic,16.165,2020,Petrol,28.5
Audi Q3,35 TFSI S Line 5dr S Tronic,4.474,2023,Petrol,36.5
Audi S3,S3 TFSI Quattro Vorsprung 4dr S Tronic,6.458,2023,Petrol,45.0
Audi A3,2.0 TFSI Sport 5dr,34.227,2017,Petrol,13.499
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,8.913,2022,Diesel,29.995
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,53.707,2019,Petrol,16.495
Audi A3,35 TDI Edition 1 5dr S Tronic,14.858,2023,Diesel,28.45
Audi S3,S3 TFSI Quattro 5dr S Tronic,31.699,2022,Petrol,29.75
Audi A3,30 TFSI Technik 5dr,7.979,2022,Petrol,19.97
Audi A3,35 TFSI Sport 5dr S Tronic,23.198,2021,Petrol,20.5
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,11.118,2022,Diesel,30.99
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,4.052,2023,Petrol,31.0
Audi A3,35 TFSI S Line 5dr,15.649,2021,Petrol,21.85
Audi Q3,35 TDI S Line 5dr S Tronic,13.998,2020,Diesel,30.5
Audi A3 Saloon,40 TFSI Quattro S Line 4dr S Tronic,25.205,2020,Petrol,22.995
Audi A3 Saloon,35 TFSI Sport 4dr,5.828,2022,Petrol,nan
Audi A3,35 TFSI S Line 5dr S Tronic,13.627,2021,Petrol,26.5
Audi A3,1.4 TFSI S Line 2dr S Tronic,30.084,2017,Petrol,17.495
Audi A3 Saloon,35 TFSI S Line 4dr,28.465,2020,Petrol,19.65
Audi A3,40 e-tron 5dr S Tronic,27.104,2020,Hybrid,19.5
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,25.0,2023,Petrol,28.49
Audi A3,35 TDI S Line 5dr S Tronic,4.311,2023,Diesel,27.59
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,4.175,2023,Petrol,32.79
Audi A3,30 TFSI Sport 5dr,12.351,2022,Petrol,19.97
Audi A3,35 TFSI Black Edition 5dr S Tronic,31.021,2020,Petrol,19.9
Audi A3,35 TFSI Black Edition 5dr,5.0,2023,Petrol,28.9
Audi Q3,35 TDI Sport 5dr S Tronic,41.176,2019,Diesel,25.0
Audi Q3,35 TFSI Sport 5dr S Tronic,2.598,2023,Petrol,33.45
Audi A3,35 TDI S Line 5dr S Tronic,38.454,2020,Diesel,21.559
Audi Q3,35 TFSI Black Edition 5dr S Tronic,15.394,2021,Petrol,31.9
Audi Q3,45 TFSI Quattro Vorsprung 5dr S Tronic,43.63,2020,Petrol,31.95
Audi A3,35 TFSI S Line 5dr,3.324,2023,Petrol,28.6
Audi Q3,35 TFSI Black Edition 5dr S Tronic,48.481,2021,Petrol,29.4
Audi Q3,35 TFSI Sport 5dr S Tronic,21.048,2020,Petrol,26.9
Audi Q3,45 TFSI Quattro Edition 1 5dr S Tronic,56.125,2020,Petrol,30.49
Audi Q3,2.0T FSI Quattro Black Edition 5dr S Tronic,48.129,2017,Petrol,20.445
Audi S3,S3 TFSI Quattro 4dr S Tronic,20.759,2021,Petrol,29.99
Audi A3,35 TFSI S Line 5dr,948.0,2023,Petrol,27.9
Audi A3,1.4 TFSI Sport 2dr,38.708,2017,Petrol,14.85
Audi Q3,35 TFSI S Line 5dr S Tronic,57.829,2020,Petrol,23.9
Audi A3 Saloon,30 TFSI Sport 4dr,32.5,2021,Petrol,18.4
Audi Q3,35 TDI S Line 5dr S Tronic,34.845,2019,Diesel,24.99
Audi S3,S3 TFSI Quattro Vorsprung 5dr S Tronic,1.444,2023,Petrol,42.75
Audi Q3,35 TFSI S Line 5dr S Tronic,29.493,2020,Petrol,26.49
Audi A3,35 TFSI Black Edition 5dr,917.0,2023,Petrol,33.516
Audi Q3,35 TFSI S Line 5dr S Tronic,13.338,2020,Petrol,28.45
Audi A3,S3 TFSI Quattro 4dr S Tronic,20.431,2021,Petrol,31.39
Audi Q3,35 TDI S Line 5dr S Tronic,23.766,2021,Diesel,27.29
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,4.525,2023,Hybrid,42.5
Audi A3,35 TFSI S Line 5dr S Tronic,41.748,2021,Petrol,24.058
Audi Q3,40 TFSI Quattro Vorsprung 5dr S Tronic,31.667,2020,Petrol,34.95
Audi Q3,40 TDI 200 Quattro S Line 5dr S Tronic,32.119,2020,Diesel,28.995
Audi A3 Saloon,30 TFSI S Line 4dr S Tronic,12.137,2022,Petrol,24.948
Audi Q3,35 TFSI S Line 5dr S Tronic,15.031,2020,Petrol,29.69
Audi A3,35 TFSI Edition 1 5dr S Tronic,4.851,2023,Petrol,31.99
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,3.318,2023,Diesel,32.5
Audi A3,35 TFSI Edition 1 5dr,11.115,2022,Petrol,26.8
Audi S3,S3 TFSI 300 Quattro Black Edition 4dr S Tronic,25.197,2019,Petrol,25.75
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,36.308,2019,Petrol,16.699
Audi Q3,40 TFSI Quattro Black Edition 5dr S Tronic,28.944,2021,Petrol,29.995
Audi S3,S3 TFSI Quattro Black Edition 5dr S Tronic,44.843,2017,Petrol,21.85
Audi Q3,35 TFSI S Line 5dr S Tronic,14.621,2023,Petrol,30.24
Audi Q3,35 TFSI S Line 5dr S Tronic,15.715,2021,Petrol,27.995
Audi A3,35 TFSI S Line 5dr,5.0,2023,Petrol,35.755
Audi S3,S3 TFSI Quattro Vorsprung 5dr S Tronic,9.064,2023,Petrol,42.5
Audi A3,40 TFSI e Sport 5dr S Tronic,25.466,2021,Hybrid,20.141
Audi Q3,35 TFSI Sport 5dr S Tronic,15.083,2020,Petrol,31.0
Audi A3,40 TFSI e S Line 5dr S Tronic,3.618,2023,Hybrid,29.0
Audi A3,35 TFSI S Line 5dr,4.65,2023,Petrol,27.9
Audi S3,S3 TFSI Quattro Vorsprung 5dr S Tronic,3.057,2023,Petrol,46.5
Audi Q3,35 TDI S Line 5dr S Tronic,19.456,2019,Diesel,27.0
Audi A3,40 TFSI e S Line 5dr S Tronic,2.95,2023,Hybrid,30.49
Audi Q3,35 TDI S Line 5dr S Tronic,48.239,2020,Diesel,25.399
Audi S3,S3 TFSI Quattro Vorsprung 5dr S Tronic,3.034,2023,Petrol,43.5
Audi Q3,40 TFSI Quattro Black Edition 5dr S Tronic,9.934,2022,Petrol,37.75
Audi Q3,35 TFSI Black Edition 5dr S Tronic,7.244,2023,Petrol,36.745
Audi A3 Saloon,30 TFSI Sport 4dr,11.668,2022,Petrol,20.448
Audi A3,35 TFSI S Line 5dr,32.88,2020,Petrol,18.79
Audi Q3,35 TFSI S Line 5dr S Tronic,16.426,2020,Petrol,29.99
Audi Q3,45 TFSI e S Line 5dr S Tronic,18.118,2022,Hybrid,34.995
Audi Q3,35 TFSI S Line 5dr,16.924,2020,Petrol,27.5
Audi Q3,45 TFSI e S Line 5dr S Tronic,10.751,2022,Hybrid,35.75
Audi Q3,2.0 TDI S Line Edition 5dr,34.42,2017,Diesel,18.5
Audi Q3,35 TFSI Black Edition 5dr S Tronic,2.993,2023,Petrol,38.9
Audi Q3,45 TFSI e Black Edition 5dr S Tronic,9.228,2021,Hybrid,36.45
Audi Q3,35 TFSI Black Edition 5dr S Tronic,7.445,2023,Petrol,36.995
Audi S3,S3 TFSI Quattro 4dr S Tronic,2.528,2023,Petrol,36.5
Audi Q3,35 TDI Black Edition 5dr S Tronic,22.79,2023,Diesel,35.45
Audi Q3,35 TFSI S Line 5dr,22.665,2020,Petrol,24.95
Audi Q3,40 TDI Quattro Vorsprung 5dr S Tronic,18.272,2020,Diesel,36.295
Audi Q3,35 TDI Sport 5dr S Tronic,24.138,2020,Diesel,25.65
Audi Q3,40 TFSI Quattro Vorsprung 5dr S Tronic,18.872,2019,Petrol,34.25
Audi Q3,40 TDI 200 Quattro Black Edition 5dr S Tronic,2.332,2023,Diesel,39.99
Audi Q3,40 TDI Quattro S Line 5dr S Tronic,21.305,2020,Diesel,31.995
Audi Q3,35 TFSI S Line 5dr S Tronic,33.038,2020,Petrol,26.995
Audi Q3,45 TFSI e Black Edition 5dr S Tronic,15.249,2021,Hybrid,34.99
Audi Q3,40 TFSI Quattro S Line 5dr S Tronic,22.585,2020,Petrol,28.296
Audi Q3,35 TFSI Sport 5dr,20.081,2020,Petrol,23.995
Audi Q3,35 TDI S Line 5dr S Tronic,10.637,2022,Diesel,32.0
Audi Q3,35 TFSI S Line 5dr S Tronic,13.43,2023,Petrol,30.97
Audi Q3,35 TFSI S Line 5dr S Tronic,53.668,2020,Petrol,23.95
Audi Q3,35 TFSI Black Edition 5dr S Tronic,22.896,2021,Petrol,34.495
Audi Q3,35 TFSI Black Edition 5dr S Tronic,8.675,2023,Petrol,37.97
Audi Q3,45 TFSI e Black Edition 5dr S Tronic,18.836,2021,Hybrid,36.0
Audi Q3,45 TFSI e Technik 5dr S Tronic,2.408,2023,Hybrid,38.95
Audi Q3,40 TFSI Quattro S Line 5dr S Tronic,17.082,2021,Petrol,31.47
Audi Q3,1.4T FSI S Line Edition 5dr,48.534,2017,Petrol,15.45
Audi Q3,35 TFSI S Line 5dr S Tronic,1.4,2022,Petrol,32.995
Audi Q3,40 TFSI Quattro S Line 5dr S Tronic,18.655,2019,Petrol,29.0
Audi Q3,35 TFSI S Line 5dr S Tronic,16.439,2023,Petrol,31.95
Audi Q3,35 TFSI Black Edition 5dr,25.354,2021,Petrol,27.895
Audi Q3,35 TDI S Line 5dr S Tronic,3.112,2023,Diesel,34.995
Audi Q3,35 TDI S Line 5dr S Tronic,3.499,2023,Diesel,36.0
Audi Q3,35 TFSI Black Edition 5dr S Tronic,2.5,2023,Petrol,36.0
Audi A5,35 TFSI Black Edition 2dr S Tronic,14.402,2020,Petrol,20.995
Audi Q3,35 TFSI Black Edition 5dr S Tronic,7.977,2023,Petrol,34.49
Audi A3,35 TFSI Black Edition 5dr S Tronic,42.897,2020,Petrol,17.995
Audi Q3,35 TFSI Black Edition 5dr S Tronic,2.245,2023,Petrol,38.2
Audi A3 Saloon,35 TFSI S Line 4dr,5.0,2023,Petrol,28.9
Audi SQ5,SQ5 Quattro 5dr Tip Auto,38.748,2018,Petrol,nan
Audi Q3,35 TFSI Black Edition 5dr,6.888,2023,Petrol,36.45
Audi Q3,40 TFSI Quattro S Line 5dr S Tronic,42.687,2019,Petrol,24.67
Audi Q3,35 TFSI S Line 5dr S Tronic,34.786,2020,Petrol,26.795
Audi SQ7,SQ7 Quattro 5dr Tip Auto,60.7,2017,Diesel,nan
Audi RS e-tron GT,475kW Quattro 93kWh Carbon Vorsprung 4dr Auto,12.137,2023,Electric,77.999
Audi Q3,35 TFSI S Line 5dr S Tronic,16.134,2020,Petrol,26.5
Audi Q5,2.0T FSI [230] Quattro S Line Plus 5dr Tip Auto,42.329,2017,Petrol,22.5
Audi A3,S3 Tfsi 300 Quattro 4Dr S Tronic,32.466,2019,Petrol,23.983
Audi Q3,35 TFSI Black Edition 5dr,25.78,2021,Petrol,26.361
Audi A7,55 TFSI Quattro S Line 5dr S Tronic,45.8,2018,Petrol,nan
Audi S3,S3 TFSI Quattro Vorsprung 5dr S Tronic,3.446,2023,Petrol,43.5
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,383.0,2023,Hybrid,45.0
Audi S5,S5 Quattro 5dr Tiptronic,61.07,2017,Petrol,22.04
Audi e-tron GT,390kW Quattro 93kWh 4dr Auto,6.584,2021,Electric,54.999
Audi RS3,RS 3 TFSI 400 Quattro 5dr S Tronic,25.1,2019,Petrol,33.802
Audi RS Q3,RS Q3 TFSI Quattro Vorsprung 5dr S Tronic,33.397,2021,Petrol,46.999
Audi e-tron GT,390kW Quattro 93kWh Vorsprung 4dr Auto,8.658,2023,Electric,73.999
Audi A1,1.4 TFSI S Line 5dr,49.871,2018,Petrol,11.558
Audi S8,S8 Quattro Black Edition 4dr Tiptronic,1.2,2023,Petrol,83.999
Audi Q2,1.4 TFSI Sport 5dr,21.0,2018,Petrol,16.25
Audi A1,30 TFSI S Line 5dr,30.744,2019,Petrol,16.719
Audi e-tron Sportback,300kW 55 Quattro 95kWh S Line 5dr Auto,27.302,2020,Electric,30.755
Audi A6,40 TDI Black Edition 4dr S Tronic,17.995,2021,Diesel,29.999
Audi Q2,35 TFSI Black Edition 5dr S Tronic,13.338,2021,Petrol,27.499
Audi RS Q3,RS Q3 TFSI Quattro Audi Sport Edition 5dr S Tronic,19.651,2021,Petrol,48.999
Audi A5 Sportback,2.0 TDI Ultra S Line 5dr S Tronic,73.779,2017,Diesel,15.299
Audi Q7,45 TDI Quattro S Line 5dr Tiptronic,59.4,2019,Diesel,nan
Audi A4,40 TFSI 204 S Line 4dr S Tronic,23.748,2020,Petrol,23.499
Audi Q8,50 TDI Quattro Vorsprung 5dr Tiptronic,35.0,2020,Diesel,52.999
Audi A4,40 TDI 204 Quattro Black Edition 4dr S Tronic,3.319,2023,Diesel,38.999
Audi A3,35 TDI Black Edition 5dr S Tronic,10.0,2023,Diesel,35.0
Audi A5,40 TFSI 204 Edition 1 2dr S Tronic,20.831,2020,Petrol,27.75
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,33.997,2019,Petrol,19.49
Audi Q5,40 TDI Quattro Black Edition 5dr S Tronic,36.613,2020,Diesel,30.9
Audi A5 Sportback,40 TFSI 204 S Line 5dr S Tronic,4.41,2022,Petrol,33.0
Audi A5,35 TFSI Black Edition 2dr S Tronic,24.255,2020,Petrol,21.995
Audi A5 Cabriolet,2.0 TFSI S Line 2dr,17.424,2018,Petrol,17.9
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,1.977,2023,Hybrid,47.5
Audi A5 Cabriolet,40 TFSI 204 S Line 2dr S Tronic,9.17,2020,Petrol,28.9
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,36.018,2021,Petrol,26.948
Audi A5 Sportback,40 TFSI 204 S Line 5dr S Tronic,13.204,2022,Petrol,30.948
Audi A5,40 TFSI 204 Edition 1 2dr S Tronic,19.322,2021,Petrol,29.65
Audi A3 Saloon,30 TFSI Sport 4dr,8.686,2023,Petrol,21.448
Audi A5 Sportback,40 TDI Quattro S Line 5dr S Tronic,42.682,2020,Diesel,26.5
Audi A5,35 TFSI S Line 5dr S Tronic,10.867,2021,Petrol,28.15
Audi A5,35 TFSI Black Edition 5dr S Tronic,8.5,2022,Petrol,32.49
Audi A5 Sportback,2.0 TFSI Quattro S Line 5dr S Tronic,33.844,2018,Petrol,23.495
Audi A5,35 TFSI S Line 2dr S Tronic,28.48,2020,Petrol,19.9
Audi A5,35 TFSI S Line 2dr S Tronic,19.616,2020,Petrol,20.25
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,18.815,2022,Electric,34.499
Audi A5,40 TFSI 204 S Line 2dr S Tronic,6.111,2023,Petrol,31.97
Audi A5,35 TDI S Line 2dr S Tronic,27.364,2021,Diesel,25.4
Audi A5 Sportback,40 TFSI 204 S Line 5dr S Tronic,7.908,2021,Petrol,30.9
Audi A5,40 TFSI 204 Edition 1 2dr S Tronic,32.799,2021,Petrol,27.29
Audi A3 Saloon,30 TFSI S Line 4dr,4.0,2023,Petrol,28.4
Audi A5,35 TDI Sport 2dr S Tronic,11.596,2023,Diesel,28.295
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,37.455,2021,Diesel,26.4
Audi Q5 Sportback,50 TFSI e Quattro S Line 5dr S Tronic,6.888,2023,Hybrid,52.99
Audi Q2,2.0 TDI Quattro S Line 5dr S Tronic,27.093,2017,Diesel,17.35
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,18.018,2020,Diesel,29.75
Audi A5,35 TFSI Sport 2dr S Tronic,14.367,2022,Petrol,26.29
Audi TT RS,TT RS TFSI Quattro Audi Sport Ed 2dr S Tronic,3.364,2023,Petrol,54.999
Audi Q5,2.0T FSI Quattro S Line 5dr S Tronic,49.176,2018,Petrol,23.75
Audi Q5,50 TFSI e Quattro Edition 1 5dr S Tronic,6.392,2023,Hybrid,48.0
Audi Q5,SQ5 Quattro 5dr Tip Auto,34.85,2018,Petrol,33.0
Audi Q2,35 TFSI Black Edition 5dr S Tronic,7.308,2023,Petrol,29.95
Audi A5,40 TFSI 204 Edition 1 2dr S Tronic,34.029,2020,Petrol,29.0
Audi Q2,35 TFSI Black Edition 5dr S Tronic,10.67,2022,Petrol,33.0
Audi A5,40 TFSI 204 Black Edition 2dr S Tronic,9.5,2023,Petrol,36.95
Audi A5,40 TDI 204 Quattro S Line 2dr S Tronic,2.851,2023,Diesel,34.95
Audi A5 Sportback,40 TFSI S Line 5dr S Tronic,21.921,2018,Petrol,22.495
Audi S5,S5 TDI 341 Quattro Black Edition 5dr Tiptronic,20.285,2022,Diesel,45.044
Audi A5 Cabriolet,40 TDI Sport 2dr S Tronic,18.31,2019,Diesel,20.8
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,10.501,2023,Petrol,30.932
Audi A5,40 TFSI 204 Black Edition 2dr S Tronic,5.818,2023,Petrol,36.495
Audi A5,35 TFSI S Line 2dr S Tronic,9.868,2022,Petrol,nan
Audi Q5,45 TFSI Quattro Edition 1 5dr S Tronic,13.693,2023,Petrol,45.7
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,6.0,2023,Diesel,32.985
Audi A5,35 TFSI S Line 2dr S Tronic,3.0,2023,Petrol,33.97
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,24.5,2019,Diesel,28.29
Audi S5,S5 TDI 341 Quattro Black Edition 5dr Tiptronic,14.213,2023,Diesel,45.95
Audi A5,35 TDI Black Edition 2dr S Tronic,3.5,2023,Diesel,37.49
Audi A5,35 TFSI S Line 2dr S Tronic,9.81,2022,Petrol,27.99
Audi A5,35 TFSI S Line 2dr S Tronic,2.0,2023,Petrol,31.49
Audi A5,35 TFSI S Line 2dr S Tronic,4.688,2023,Petrol,39.95
Audi Q5,40 TDI Quattro Sport 5dr S Tronic,40.286,2019,Diesel,24.99
Audi Q5,45 TFSI Quattro Sport 5dr S Tronic,34.62,2020,Petrol,28.5
Audi Q2,35 TFSI Sport 5dr,32.214,2021,Petrol,18.899
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,4.645,2023,Diesel,42.495
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,11.881,2023,Diesel,nan
Audi A5,35 TFSI Black Edition 2dr S Tronic,7.49,2023,Petrol,32.99
Audi Q5,45 TFSI Quattro Sport 5dr S Tronic,28.518,2021,Petrol,29.9
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,29.783,2019,Diesel,28.0
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,38.368,2020,Petrol,28.5
Audi Q2,1.4 TFSI SE 5dr,35.04,2018,Petrol,15.5
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,5.772,2023,Petrol,42.995
Audi Q5,55 TFSI e Quattro Competition 5dr S Tronic,10.031,2021,Hybrid,41.45
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,5.568,2023,Electric,39.499
Audi Q2,30 TFSI Sport 5dr,17.885,2021,Petrol,19.345
Audi Q2,35 TFSI Black Edition 5dr,39.004,2021,Petrol,21.781
Audi A5 Cabriolet,40 TFSI S Line Edition 2dr,22.015,2019,Petrol,21.85
Audi Q2,35 TFSI Black Edition 5dr S Tronic,10.589,2021,Petrol,27.995
Audi Q2,35 TFSI Sport 5dr,24.926,2019,Petrol,17.99
Audi Q2,1.0 TFSI Sport 5dr,37.702,2019,Petrol,15.1
Audi Q2,35 TFSI S Line 5dr,17.469,2021,Petrol,22.295
Audi Q2,35 TFSI S Line 5dr S Tronic,55.549,2021,Petrol,23.0
Audi Q2,1.4 TFSI S Line 5dr,56.181,2017,Petrol,13.499
Audi Q2,35 TFSI Sport 5dr,35.889,2021,Petrol,19.5
Audi Q2,30 TFSI Sport 5dr,7.574,2021,Petrol,20.25
Audi Q2,30 TDI Black Edition 5dr,36.705,2019,Diesel,19.795
Audi Q5,45 TFSI Quattro Sport 5dr S Tronic,13.547,2019,Petrol,31.98
Audi Q2,35 TFSI S Line 5dr,21.302,2021,Petrol,22.4
Audi Q2,30 TFSI Sport 5dr,24.119,2021,Petrol,18.995
Audi Q2,35 TFSI Black Edition 5dr S Tronic,46.144,2020,Petrol,21.995
Audi Q2,35 TFSI S Line 5dr S Tronic,23.575,2021,Petrol,25.5
Audi Q2,1.4 TFSI S Line 5dr S Tronic,16.915,2017,Petrol,21.0
Audi Q2,35 TFSI S Line 5dr S Tronic,16.15,2023,Petrol,26.5
Audi Q2,35 TFSI S Line 5dr S Tronic,36.112,2019,Petrol,19.45
Audi Q2,35 TFSI Black Edition 5dr S Tronic,15.563,2020,Petrol,25.5
Audi Q2,2.0 TDI Quattro Edition 1 5dr S Tronic,36.5,2017,Diesel,20.25
Audi Q2,35 TFSI S Line 5dr S Tronic,14.329,2023,Petrol,27.9
Audi Q2,35 TFSI Black Edition 5dr S Tronic,3.192,2023,Petrol,30.95
Audi Q2,30 TFSI S Line 5dr,15.692,2022,Petrol,22.995
Audi Q2,35 TFSI S Line 5dr S Tronic,4.498,2023,Petrol,28.45
Audi Q2,30 TFSI Technik 5dr,12.688,2022,Petrol,18.348
Audi Q2,35 TFSI Black Edition 5dr S Tronic,29.95,2021,Petrol,24.95
Audi Q2,35 TFSI Sport 5dr,29.959,2021,Petrol,19.35
Audi Q2,1.4 TFSI Sport 5dr S Tronic,40.831,2017,Petrol,15.45
Audi Q5 Sportback,50 TFSI e Quattro Sport 5dr S Tronic,22.134,2021,Hybrid,34.848
Audi Q2,35 TFSI Sport 5dr S Tronic,39.815,2019,Petrol,18.295
Audi Q2,1.4 TFSI S Line 5dr S Tronic,39.684,2017,Petrol,19.5
Audi Q2,35 TFSI Black Edition 5dr S Tronic,26.547,2020,Petrol,21.999
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,16.055,2019,Petrol,27.695
Audi Q2,35 TFSI Black Edition 5dr S Tronic,7.925,2023,Petrol,31.995
Audi S5,S5 TDI 341 Quattro Black Edition 5dr Tiptronic,12.579,2023,Diesel,47.9
Audi Q5,40 TDI Quattro Sport 5dr S Tronic,16.435,2020,Diesel,30.99
Audi Q2,35 TFSI S Line 5dr S Tronic,14.709,2023,Petrol,27.9
Audi A5 Sportback,40 TFSI 204 Black Edition 5dr S Tronic,4.986,2023,Petrol,42.5
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,10.982,2022,Diesel,37.47
Audi SQ5,SQ5 TDI Quattro 5dr Tiptronic,11.948,2023,Diesel,55.95
Audi Q5 Sportback,50 TFSI e Quattro S Line 5dr S Tronic,17.501,2021,Hybrid,35.0
Audi Q5 Sportback,40 TDI Quattro Edition 1 5dr S Tronic,13.254,2022,Diesel,41.99
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,18.082,2023,Diesel,41.95
Audi Q2,35 TFSI Black Edition 5dr,4.668,2023,Petrol,31.45
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,4.448,2023,Diesel,42.45
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,35.025,2021,Petrol,32.495
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,27.804,2019,Diesel,27.0
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,14.258,2023,Diesel,41.95
Audi Q2,35 TFSI Black Edition 5dr S Tronic,19.929,2020,Petrol,24.5
Audi Q2,1.4 TFSI S Line 5dr S Tronic,27.389,2018,Petrol,19.75
Audi Q8,55 TFSI Quattro S Line 5dr Tiptronic,30.548,2020,Petrol,43.499
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,12.856,2023,Petrol,41.49
Audi Q5,40 TDI Quattro Edition 1 5dr S Tronic,3.974,2023,Diesel,43.295
Audi Q5 Sportback,50 TFSI e Quattro S Line 5dr S Tronic,1.509,2023,Hybrid,55.0
